salary,company,jobname,jobcont,jobid
16000-25000/月,UC优视（UC浏览器）,阿里移动-数据产品经理（用户增长方向）,职位描述：岗位描述：1.负责用户触达、下载、激活、留存的全链路转化提升 ；2.负责用户活跃度，使用频次和使用使用时长等数据的增长；3.负责ASO、社媒运营活动/病毒传播的流程设计、功能开发、效果评估和改进 ；4.与内容运营、市场营销、产品研发和数据分析等团队协调作战，为DAU和MAU增长负责；岗位要求：1.唯数据说话，唯细分查究，有强烈好奇心，不得因果誓不罢休；2.有相关数据挖掘工作经验 ；3.有市场营销经验者加分 ；4.有增长黑客相关工作经验及成功案例者加分职能类别：产品经理/主管举报分享,25
10000-18000/月,UC优视（UC浏览器）,媒介策划（品牌广告方向）,职位描述：岗位职责：1. 负责UC品牌广告的标准、非标准资源相关包装、定价工作。2. 配合销售，完成客户的提案，灵活包装、组合各种商业资源。3. 统筹管理媒介方案的落地，并帮助客户分析投放效果数据，输出结案报告。4.  配合营销部门，提升UC的To B行业声量。岗位要求：1. 大学本科或以上学历，广告学、新闻传播学、市场营销学相关专业。2. 1年以上一定媒介相关工作经验，有移动互联网广告从业经验者优先。3. 了解一般广告产品模式，包括CPC/CPA/CPS/CPM/CPT等，对移动端信息流广告业务有一定的认识。4. 对数据敏感，并能做得一手好PPT。5. 较好的沟通能力。职能类别：媒介主管举报分享,24
9000-18000/月,UC优视（UC浏览器）,阿里移动-产品运营经理（小说方向）,"职位描述：岗位描述：1.负责移动小说产品方向，进行产品规划、版权合作和运营政策的制定；2.为小说用户规模及收入负责；3.负责产品设计、需求文档的撰写，持续优化及改进产品，与研发等合作部门沟通协调，推进项目的顺利推进落地；4.负责行业动态、竞品分析，深入理解行业运行机制；5.定期分析产品数据表现，提交总结报告，并寻找创新点；岗位要求：1.一年或以上的移动端小说产品运营经验，熟悉小说相关产品及客户端产品2.良好的逻辑思维能力、学习能力与抗压能力3.高度的责任感，良好的沟通能力与团队协作能力4.对产品数据敏感性高,能够主动发现问题并推动解决5.喜欢看小说、有相关网络文学类行业背景或付费累产品经验者优先。职能类别：产品经理/主管举报分享",20
3000-4499/月,UC优视（UC浏览器）,投诉专员(游戏专员),职位描述：工作职责：1、负责受理客户投诉，及时提供有效的处理方案，快速解决用户投诉；2、了解投诉数据，推动并提高投诉解决率；3、从客户角度出发，针对业务流程及工作流程提出合理化的建议。职位要求：1、良好的心理素质和自我调节能力、抗压能力、团队合作精神、奉献精神；2、普通话标准、热爱客服工作，具备良好的服务意识；3、具备外部公关、危机处理能力；4、丰富的互联网应用知识，良好的沟通能力，能掌握客服工作的应对技巧；         5、有丰富游戏业务经验优先考虑。职能类别：投诉专员互联网/电子商务/网游举报分享,18
4000-8000/月,UC优视（UC浏览器）,活动策划执行专员,职位描述：工作职责：1.协助优化培训体系，引进、管理内外部培训资源；2.负责培训需求调查分析、培训项目策划、组织实施及培训效果评估；3.负责培训前期宣传文案的撰写、宣传素材（海报、视频等）的制作；4.负责培训平台的内容编辑、运营推广。任职要求：1.大学本科以上学历，1年以上培训管理或企业文化相关工作经验；2.具备良好的资源整合及调配能力；3.思路清晰、活跃、有互联网思维，能独立设计培训相关宣传资料；4.擅长内容挖掘，有良好的文案功底。职能类别：活动策划活动执行举报分享,22
8000-15000/月,UC优视（UC浏览器）,广告审核主管,职位描述：职位描述：1.  负责制定广告审核规则，并定期更新同步，主动优化广告审核流程；2.  制定广告风控稽核制度，保证平台运营安全，风险最小化；3.  收集整理审核系统产品需求，推动系统产品优化；4.  负责内部相关人员的招聘及培训。职位要求：1.  2年以上广告审核相关工作经验，广告、传媒等相关专业毕业优先；2.  精通广告法、广告条例，有相关资格证者优先；3.  有较好的抗压能力，稳定性好，能适应加班；4.  有责任心，工作细致，具有良好的沟通协调能力和执行能力。职能类别：其他举报分享,19
7000-9000/月,UC优视（UC浏览器）,视觉设计师(运营方向 外包岗),职位描述：职责：1、负责完成项目线上运营活动页面的设计（包括广告视觉、专题、banner等）2、负责产品线下印刷品设计（杂志、宣传页、海报等）；3、负责H5页面的创意和设计，以及标注输出；4、参与运营活动的创意思考，配合完成各项运营活动的物料设计；要求：1 . 1-2年的运营推广、专题设计经验。2. 热爱设计，富有创意，善于沟通。3. 有手绘能力者优先。职能类别：视觉设计师举报分享,15
3000-4499/月,UC优视（UC浏览器）,游戏客服专员,职位描述：岗位描述：1.负责回复用户的咨询、投诉、建议，确保信息传递的准确性和及时性，保证客户的满意度；2.准确记录用户信息，按照规定的流程、标准正确记录用户的需求和建议；3.及时反馈突发性问题；岗位职责：1.大专以上学历，有客服经验、游戏经验或在线服务经验、互联网工作经验者优先；2.具备基础的计算机知识，打字速度50字/分钟以上；；3.对工作热情、耐心、主动，逻辑思维能力、沟通能力强；4.适应客服行业24小时轮班制，能接受少量的夜班和通宵班。注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查职能类别：客服专员/助理举报分享,17
3000-4499/月,UC优视（UC浏览器）,视频审核专员,职位描述：工作职责：负责视频内容审核，对色情、广告以及违反法律法规要求的内容进行处理。职位要求：1、了解重大新闻事件和新闻背景，对时政内容较敏感；2、学习能力强，工作细致耐心，能适应轮班（含夜班）的工作安排；3、大专以上学历，专业不限，视频/直播网站重度用户，或有视频网站/内容审核工作经验优先。职能类别：影视/媒体信审核查举报分享,16
10-15万/年,UC优视（UC浏览器）,游戏内容运营专员,职位描述：内容进行整合；2、根据运营需求，制定游戏营销推广方案；3、根据运营需求，完成活动内容策划、落地以及复盘，根据时事热点策划营销方案并落地；4、对游戏数据进行分析，输出分析报告，提升运营效果；岗位要求：1、本科学历及以上，有1年以上游戏编辑或论坛版主或相关文案工作经历；2、具有一定的原创文案能力，文笔通顺流畅，具备一定的策划能力，对于活动、营销事件有一定的想法；3、对游戏行业抱有浓厚的兴趣，对手游有深度理解，了解游戏卖点与用户需求；4、具备一定的数据分析能力，能完成数据统计和分析；5、熟悉日常办公软件如Word、Excel应用，熟悉PS等图像处理软件应用。职能类别：网站编辑网站营运专员举报分享,13
3500-6000/月,UC优视（UC浏览器）,U客服（云客服）运营专员,职位描述：U客服（云客服）运营专员（外包岗位）所在地：广州市【岗位职责】：1.以满足业务需求为目标，负责云客服团队运营，招募、培训、人员拓展等工作，需要在规定时间内完成符合质量人员数量的拓展。2.对于云客服服务及业务质量做提升，确保给用户提供优质的即时服务3.对云客服需求调研，结合业务对人员的需求，制定针对性的运营策略，持续互动运营，提升云客服的粘性和活跃度 ，从而达成目标。4.优化人员调配与班务管理，从而达到更优投入产出比，达到人员成本的目标。5.针对性地制定调整规章制度与绩效规则等，从而保证云客服的规范、顺利运作。【任职要求】：1.通过英语4、6级，具有良好的英语读写与口头交流能力。2.1年以上客服行业相关工作经验；有客服团队管理、人员招募培训运营、项目管理经验者优先；有互联网行业经验者优先。3.优秀的学习能力、规划能力、执行能力，能够根据快速摸清业务现状，结合大目标，制定运营策略。4.具有丰富的与人沟通、交流和组织能力，出色的团队合作精神，有跨部门沟通交流推动经验优先。5.优秀的数据分析能力、归纳总结能力、汇报能力，能通过海量的数据优化云客服成本及质量。6.优秀的自驱力和抗压力，敢于挑战，有创新意识。职能类别：网站营运专员举报分享,23
15-20万/年,UC优视（UC浏览器）,游戏品牌营销策划专员,职位描述：工作描述：1.完成方案的前期撰写工作，并做好投放情况分析和总结工作；2.跟进项目上线执行3.社会化营销、移动营销洞察及趋势判断分析；岗位要求：1.具备用户需求理解/分析、数据分析、产品设计等基本能力；2.良好的内外部沟通、组织、协调能力；3.本科及以上学历，营销、新闻、传播等相关专业优先；4.3年以上互联网、媒体、广告工作经验，有成功案例，媒介/商务型人才优先职能类别：媒介经理产品/品牌主管举报分享,12
10-15万/年,UC优视（UC浏览器）,游戏运营主管/经理,职位描述：1、五年以上游戏运营相关工作经验，两年以上运营经理工作经验，成功主导至少两款游戏的发行运营，具备一定的管理经验优先；2、对游戏产品有狂热追求，善于把握游戏本质，分析和归纳游戏核心原理及内容；3、优秀的逻辑分析能力，有数值策划工作经验优先；4、团队沟通能力优秀，有出色的执行力，愿意培养策划新人，有自成体系的对游戏产品及产品运营的理念和方法论；5、有成功休闲游戏项目运营经验优先。经验不足者，需要有游戏发行代理产品运营或策划经验职能类别：产品专员游戏策划师举报分享,11
15000-20000/月,UC优视（UC浏览器）,阿里移动-产品经理（运营方向）,职位描述：岗位描述：1.负责UC头条运营后台的产品设计与规划工作。2.负责对接日常运营工作，如需求收集、前后端产品设计、线上数据分析、竞品分析等。3.协调各端需求落地、业务流程梳理，分析问题并提出解决方案；4.持续跟踪产品状况，分析运营数据，提出产品及运营优化方案。岗位要求：1.本科以上学历，具有2年以上后台产品经验，主持或主要负责过运营后台产品规划及设计工作.2.具有互联网产品运营经验，可通过数据分析推动产品、运营团队进行迭代。3.执行力强，思维活跃，具备良好的沟通能力、团队协作、逻辑思维以及全局规划能力。4.了解个性化推荐算法者优先考虑。5.具有后台&客户端&页端等各端经验者优先考虑。职能类别：产品经理/主管举报分享,26
20-30万/年,UC优视（UC浏览器）,游戏渠道推广经理,职位描述：岗位描述1、拓展渠道并建立合作；2、负责渠道的良好合作关系，且深入地了解渠道特点；3、收集行业、产品动向，并向上级汇报。岗位需求：1、一年以上手机网游发行经验，请在简历中附上发行产品名称和发行策略介绍；2、对运营数据有一定了解，并对数据有一定的观察能力，且对数字相对敏感；3、有较强的业务洽谈能力，语言沟通能力，有一定特长的优先考虑；4、热爱游戏，认真、踏实，执行力强，有渠道商务经验优先职能类别：网络推广专员市场/营销/拓展经理举报分享,7
30-40万/年,UC优视（UC浏览器）,算法工程师-广告方向,"职位描述：岗位描述：1.利用大数据平台进行数据分析2.利用机器学习方法进行广告推荐算法的优化3.负责广告算法模块的架构设计和开发岗位要求：1.熟悉linux开发环境，熟悉Python,C/C++,Java语言中的一种或多种2.熟悉Hadoop,Hive,Spark等大数据平台3.熟悉常见的数据挖掘算法，有大规模数据机器学习实战经验4.有互联网广告/计算广告学相关经验优先5.有较好的问题分析和问题解决的思路6.积极向上，主动学习，乐于沟通，善于合作职能类别：高级软件工程师举报分享",9
12000-22000/月,UC优视（UC浏览器）,内容审核主管（头条评论方向）,职位描述：工作职责：1、负责UC头条评论审核团队的管理工作，全面保障业务内容符合法律要求；2、通过各种策略维护UC头条评论氛围；3、根据实际情况对网站监控体系提出切实可行的优化方案；4、其他日常工作事务。任职要求：1、大专及以上学历，专业不限；2、拥有2年以上相关团队建设管理经验；3、对评论用户群体有深刻的了解；4、关注业界发展动态及互联网新生事物，新闻敏感性强，能对热点新闻做出及时判断。5、能承担压力，有良好的团队合作精神和管理能力，责任心强，有很强的开拓精神。职能类别：其他举报分享,8
12000-20000/月,UC优视（UC浏览器）,内容运营经理,"职位描述：职位描述：负责UC头条独立App内容运营、用户运营、活动运营等工作，参与策划、跟进落实具体运营事务。任职要求：1. 热爱移动互联网行业，乐于接受新事务，思维活跃2. 熟悉app运营全流程,有相关经验者优先3. 良好的团队合作精神，能及时补位4. 强大的沟通能力、执行力、抗压能力职能类别：其他举报分享",6
10000-12000/月,UC优视（UC浏览器）,Java工程师（外包）,职位描述：岗位描述：1、参与系统的需求调研和需求分析，撰写相关技术文档；2、系统开发、测试、部署和集成；岗位要求：1、2年以上工作经验，具有扎实的Java编程基础，对Java常用设计模式有较深入理解；2、具备Mysql数据库使用经验，以及分布式web系统应用设计和开发经验；3、熟练掌握Linux/Unix操作系统，对常用命令运用娴熟；4、对各种开源框架如Spring、Mybatis等有深入的了解，熟悉Play等开源框架者优先；5、较强的表达沟通能力，工作认真严谨，对系统质量有近乎苛刻的要求意识，富有团队合作和挑战进取精神；6、有C#开发经验优先。职能类别：互联网软件开发工程师举报分享,5
15-20/月,UC优视（UC浏览器）,国际应用游戏商店高级产品经理,职位描述：岗位职责：1.负责国际应用商店的用户需求分析、产品机会发现；2.负责线上产品的监控与数据分析，进行用户、市场和竞品的研究分析，不断优化产品体验；3.可独立完成产品的策划、原型、产品流程和交互设计，包括定义、设计、推进等；4.定期根据产品的核心数据进行分析，持续完善和优化已有产品功能。任职资格：1.本科以上学历，2~3年以上互联网产品经验；2.出色的移动端产品设计和交互设计能力；3.对数据敏感，能从数据中发现问题、解决问题；4.良好的自我驱动能力和学习能力，工作积极主动，执行力强；5.熟悉互联网产品整体实现过程和生命周期，包括需求调研，产品规划设计、产品发布；6.善于计划、组织并协调相关资源，落实性强，勇于承担高强度的工作压力。职能类别：其他举报分享,14
15000-30000/月,UC优视（UC浏览器）,高级JAVA开发工程师,职位描述：岗位描述：1. 独立完成中小型项目的系统分析、设计，并主导完成详细设计和编码的任务，确保项目的进度和质量；2. 能够在团队中完成Code Review的任务，确保相关代码的有效性和正确性，并能够通过Code Review提供相关性能以及稳定性的建议；3. 参与建设通用、灵活的业务平台，支撑上层多场景的业务。岗位要求：1. 计算机、通信、信息相关专业本科以上学历，3年以上服务器端研发经验；2. 编程基本功扎实，熟悉常用数据结构和算法，擅长Java编程语言。3. 熟悉TCP/IP、HTTP协议相关知识，熟悉Unix/Linux环境和系统编程，深入掌握服务器编程模型；4. 熟悉MySQL数据库及主流NoSQL数据库；5. 有较好的逻辑思维能力，较强的抽象、概括、总结能力；6. 有较好的沟通交流能力，善于主动思考和行动，乐于解决具有挑战性的问题，对待技术有强烈兴趣；7. 有互联网工作经验者优先考虑。职能类别：高级软件工程师举报分享,1
20-30万/年,UC优视（UC浏览器）,阿里游戏-网游Web后台Java开发工程师,职位描述：岗位描述：1、负责游戏运营管理后台的开发和维护；2、负责游戏SDK接入平台的开发和维护；3、负责数据统计和数据分析开发工作。岗位要求：1、本科以上学历，三年以上相关岗位工作经验；2、精通Struts、Spring、SpringMVC、Mybatis等开发框架，并有实际项目开发经验；3、熟练MySQL，能熟练使用SQL语句，对数据库有较强的设计能力，同时熟悉大数据相关技术；4、熟悉Tomcat、Jboss等应用服务器，熟悉高并发处下的性能优化；5、熟练使用Maven、SVN和Eclipse等工具；6、熟悉网络编程，具有设计和开发对外API接口经验和能力；7、具有前端开发能力，熟练掌握Javascript、Ajax、Jquery和html5等Web开发技术的优先。职能类别：互联网软件开发工程师高级软件工程师举报分享,34
10000-17000/月,UC优视（UC浏览器）,UC浏览器持续交付平台java开发工程师（外包）,职位描述：岗位描述1、负责的UC浏览器持续交付平台的研发工作；2、负责提供多系统复杂环境下技术难题解决方案并推进实施；3、负责系统、子系统和模块级的架构设计、概要设计工作；岗位要求1、计算机等相关专业本科及以上学历，3-5年大型企业IT系统研发经验；2、精通架构设计、概要设计和详细设计，熟练使用UML等设计工具；3、有技术难题攻关经验，善于主动推动项目进展并达成项目目标；4、精通Java、MySQL；熟悉UNIX/Linux编程环境，常用编程/调试工具；5、熟悉Web开发，有研发系统开发的经验者优先；职能类别：互联网软件开发工程师举报分享,3
15000-22000/月,UC优视（UC浏览器）,UC头条产品经理（流量联盟方向）,职位描述：工作描述：1.负责UC头条业务的流量外输工作。2.依据合作方需要，设计产品方案，推动合作落地。3.监测、分析合作方数据，并完成相关产品迭代。4.带领渠道团队扩展合作方，提升业务外输能力。任职要求：1.2年以上产品经验。2.对内容平台有独到的理解和清晰的思路。有相关领域工作经验优先。3.有外部合作项目经验优先。4.认真负责，具备较好的沟通能力、合作意识。职能类别：产品经理/主管举报分享,2
9000-13000/月,UC优视（UC浏览器）,web平台测试开发人员（外包）,职位描述：岗位职责：1. 负责UC浏览器和UC头条持续交付平台的交付质量，通过测试流程，策略、方法和工具等创新，努力提升测试的质量和效率；2. 负责UC浏览器和UC头条持续交付平台的内部运营工作，通过运营活动，数据和业务分析活动，深度挖掘问题和需求，提供超过预期的产品使用体验；岗位要求：1、工科、计算机或其他相关专业本科以上学历；2、至少两年以上软件开发、自动化测试或白盒测试工作经验；3、熟悉Java编程语言；4、熟悉软件开发和测试流程；5、很强的学习能力、分析能力和解决问题的能力；6、熟练的文档、沟通表达和辅导技巧；职能类别：Web前端开发举报分享,4
12000-20000/月,UC优视（UC浏览器）,UC头条运营经理,职位描述：岗位描述:1、优质内容大项目策划、落地执行。2、日常负责UC信息流、UC头条独立客户端内文章和视频类所有内容的纠察和反馈；3、监控竞品重大事件响应速度和输出策略，包括原创及展示方式和成果；4、协调审核、自媒体和产品等部门完成目标；5、其他上级安排的行政工作事务。岗位要求:1、本科及以上学历，2年以上媒体从业经验；2、有一定的亲和力，性格开朗；善于理解、领悟并转化为执行力；3、抗压能力强、对持续枯燥工作能持续者佳。职能类别：其他举报分享,0
4000-5000/月,UC优视（UC浏览器）,客服班长,职位描述：【工作职责】：1.熟悉业务系统、流程，负责对员工的业务管理与指导；检查、监督员工岗位职责执行情况；处理在工作中的疑难问题、重要事件及突发事件，并及时向上级反馈；2.认真执行各项规章制度，严格业务流程及处理时限、服务情况，确保给用户提供优质的即时服务；3.严格现场管理，确保各项工作正常运作；对违反各项制度、业务规程、劳动纪律，有权责令停止工作；掌握现场情况并向上级提出建议及处理意见；4.负责系统问题、疑难汇总，周报等数据提交；5.了解员工思想动态，发现问题及时上报，负责组织员工学习新业务，定期培训，确保每位员工熟悉业务知识，熟练团队工作建设，负责团队氛围、团队活动组织；6.了解业内数据指标及动态。【任职要求】：1.至少一年的带团队的客服管理经验，团队规模至少8-15人，如有主管或主管助理经验优先；2.具备基础的计算机知识，能熟练操作办公自动化软件；3.对工作热情、耐心、主动，逻辑思维能力、沟通能力强；4.有较强的集体荣誉感、领导力及团队精神，工作认真负责，善于提出及改善工作上的问题；5.适应客服行业轮班制，能承受较大的工作压力。【上班时间】：无需通宵班，8小时轮班制，上5天休2天。公司配置高级淋浴室，温馨临时宿舍，供员工休息。【公司福利】：五险一金，免费三餐，班车接送，绩效奖金，专业培训。职能类别：客服主管关键字：客服举报分享,35
13000-18000/月,UC优视（UC浏览器）,产品经理（电商方向）,职位描述：岗位描述：1、统筹UC各业务的电商相关场景，把握用户体验，提升成交转化2、结合UC信息流业务，设计电商相关产品，提升CPS收入3、通过数据完善改进需求岗位要求：1、大学本科或以上学历，1年以上移动端电商产品相关经验2、洞察消费者需求，了解电商交易链路2、对数据敏感，有较强的数据分析能力5、良好的沟通协调与项目管理能力职能类别：产品经理/主管举报分享,33
30-40万/年,UC优视（UC浏览器）,高级数据分析工程师,职位描述：岗位描述：1.负责产品的数据分析工作，挖掘数据分析需求，制定并实施分析方案，并根据数据分析结果为产品的改进提出合理化建议；2.结合分析结果及对业务需求的深入理解，设计业务指标体系及数据产品并驱动研发。岗位要求：1.大学本科或以上学历，数学、统计学、计算机等相关专业优先；2.熟悉数据分析的相关理论，对数据分析有浓厚的兴趣；3.熟练掌握SQL，对数据库的相关知识有所了解；4.熟练使用R，SAS或其他统计分析工具辅助工作；5.至少掌握一门脚本语言，如python/ruby；6.良好的逻辑思维和批判性思维能力；7.有互联网数据分析背景者优先职能类别：高级软件工程师举报分享,10
15000-25000/月,UC优视（UC浏览器）,网络工程师,职位描述：岗位描述：1.全面负责整个UC集团的广州总部、各地分公司的办公网设计、规划、管理与维护；2.带领技术工程师完成网络建设、改造、技术优化等施工；3.负责日常的网络维护、网络监控、网络性能分析、故障处理等工作；4.及时处理相关网络故障，优化网络结构；5.及时为业务需求部门提出技术解决方案，配合团队完成相关网络施工建设等任务；6.定期整理相关文档、报表，图纸、完善相关网络监控系统的监控策略岗位要求：1.计算机、网络通讯等相关专业大专以上学历，三年以上网络维护管理经验；2.两年以上大型办公网络规划、管理经验，有互联网公司的网络运维工作经验者优先；3.熟悉TCP/IP协议，具有较强的逻辑分析和处理故障的能力；4.熟悉主流路由器、交换机、防火墙等网络设备的调试与配置，熟悉企业级无线解决方案；5.熟悉Linux 操作系统，要求能够搭建Linux平台下的相关网络服务，例如：bind、vpn 、Cacti、DHCP、Zabbix等相关网络服务，并能够撰写shell 脚本实现自动化运维功能；6.熟悉Linux 平台的相关网络功能技术解决方案，并能熟练的应用在实际的网络环境中；7.熟悉F5、ROS 等负载均衡设备的使用，并能够结合各类业务需求提出具体的解决方案；8.熟悉相关网络监控系统的日常使用及维护等工作；例如：Zabbix 、Cacti 、nagios、ganglia、Solarwind、Whatups等监控系统；9.能适应高节奏的工作，能够承担压力，能够适应偶尔的出差施工；10.良好的文档组织能力，良好的书面与口头表达能力，能结合网络现状、发展需求撰写相关文档与解决方案；11.有强烈的进取心、责任心和集体荣誉感，有良好的团队合作精神及服务意识；职能类别：网络工程师关键字：网络工程师linux举报分享,29
16000-35000/月,UC优视（UC浏览器）,阿里移动-公关传播经理,职位描述：PS:1.经验稍逊且高潜者，可放低要求，应聘主管岗位。2.高端岗位，请仔细阅读岗位要求，谨慎投递。岗位描述：1、负责UC品牌公关行业向传播。制定年度行业端品牌传播方案，持续扩大UC品牌在业内的认知度与影响力，构建良好的品牌形象，助力UC商业化发展；2、组织策划发布会、参与行业会议等线下活动，面向互联网行业进行持续发声，提升“大数据”与“内容分发平台”等UC战略的行业认知度与影响力；3、进行重点媒体的深度合作策划，如行业报告、大数据报告等，以及策划高层媒体专访等活动，扩大媒体影响力。岗位要求：1、3年以上互联网从业经历，热爱互联网行业，了解时事，有商业故事挖掘与包装的经验；2、善于策划品牌行业传播方案，能够撰写科技、商业类报道，并能够组织各类新媒体传播文案，有大型企业品牌传播经验或知名财经商业类媒体从业经验者优先；3、有较好的理解力和洞察力，能基于品牌和战略的基础信息自行延展符合受众接受习惯的传播内容；4、 具有较好的沟通协调能力，有项目管理经验优先；5、具有良好的创新思维、饱满的工作热情、强烈的上进心。职能类别：公关经理举报分享,31
15-20万/年,UC优视（UC浏览器）,产品传播经理Brand ManagerH5方向,"职位描述：岗位描述1. 与阿里巴巴移动事业群传播团队紧密协作，共同致力于提升集团在海外市场的品牌传播工作成效。2. 与海外区域市场团队共同规划和执行传播项目。3. 及时响应产品和重点区域市场需求，提出、整合具有创意性的数字营销策划案，运用包括社交媒体、其他数字媒体、页面游戏等多种传播工具，创造具有病毒性、讨论度的数字营销项目。提升阿里巴巴移动事业群产品矩阵在海外多市场的知名度和美誉度。4. 为海外公关、行业展会等提供创意支持，把控和提升整体品牌调性。5. 管理海外品牌代理公司工作，确保营销资源的最大化合理利用。岗位要求1. 至少3年国际数字营销工作经验，有2年以上互联网/移动行业的工作经验优先考虑2. 有优秀的策划和创意能力以及营销项目执行经验3. 精通英语写作和口语，公共英语6级或专业英语8级以上优先4. 有团队或Agency管理/协作的经验Job Responsibilities1. Work closely with Alibaba UC Mobile Business Group's Brand Communication team to improve its products’ awareness and preference in overseas markets2. Work with overseas regional marketing teams to plan and execute brand communication campaigns3. Coordinate with Product Team and Regional Marketing Team to plan and implement creative digital marketing campaigns with the tools including social media, digital media and microsites, in order to drive awareness and preference for Alibaba Mobile Business Group's products matrix in multiple overseas markets.4. Provide creative support to Press Releases & PR Events to maintain and improve the brand equity5. Manage local agencies to ensure effective and efficient use of marketing resourceJob Requirement1. Minimum 3 years of international brand communication experience; 2+ years’ experience in the internet/mobile internet industry is preferred2. Strong creative capability & knowledge of viral marketing or digital marketing. Strong experience in executing integrated marketing campaign3. High degree of English fluency both oral and written. TEM 4 or CET 6 above is preferred.4. Agency management experience.职能类别：其他举报分享",30
5000+ /月,UC优视（UC浏览器）,运营主管/运营专员（外包）,职位描述：运营主管（1人）岗位职责：1、熟悉中间件转码业务，根据产品需求，对相关业务进行运营和发布管理；2、负责转码业务配置上线工作，保证线上业务质量；3、能够使用bug管理工具进行bug记录，并与研发、测试人员进行有效沟通；4、着重跟进线上业务数据，对线上出现的业务问题进行排查处理（线上问题运营观察）；5、定期整理日常工作成果并形成文档；6、管理运营团队。任职要求：1.	熟悉http协议；2.	熟悉html及css常用语句；3.	能够熟练使用xpath及正则表达式；4.	能够熟练使用linux常用命令，搭建转码服务环境；5.	熟悉adblock官网规则可优先考虑；6.	懂javascript脚本优先考虑；7.	一定管理能力，能规划好运营团队工作目标和执行，定期总结。运营专员（2人）岗位职责：1、熟悉中间件转码业务，根据产品需求，对相关业务进行运营和发布管理；2、负责转码业务配置上线工作，保证线上业务质量；3、能够使用bug管理工具进行bug记录，并与研发、测试人员进行有效沟通；4、着重跟进线上业务数据，对线上出现的业务问题进行排查处理（线上问题运营观察）；5、定期整理日常工作成果并形成文档；任职要求：1.	熟悉html及css常用语句；2.	能够熟练使用xpath及正则表达式；3.	能够熟练使用linux常用命令，搭建转码服务环境；4.	熟悉adblock官网规则可优先考虑；5.	熟悉javascript脚本优先；6.    有页面编辑经验欢迎投递；7.	优秀应届生欢迎投递。职能类别：网站营运经理/主管其他关键字：运营举报分享,27
20元/小时,UC优视（UC浏览器）,U客服（国际）,职位描述：岗位要求：1、有一年以上的英语学习经验，熟练的英语读写能力及较好的英语文字翻译能力2、至少要通过英语4级，通过英语6级优先录取3、有较充足的业余***时间4、打字速度在60字/min以上岗位工作内容：1、负责回复国际用户的咨询、投诉、建议，确保信息传递的准确性和及时性，保证客户的满意度；2、准确记录用户信息，按照规定的流程、标准正确记录用户的需求和建议；3、灵活应对服务中出现的异常问题，并及时向相关人员及时反馈4、以公司利益为重，积极努力维护公司形象，遵守岗位规章制度，传播积极正能量。***岗位，无需坐班，在家办公，岗前线上视频培训，薪资20元/小时，工资按上班时长进行月结，有意向者请点击下面链接进行报名：https://feedback.uc.cn/feedback/feedback/index?instance=u_csrecruit_en&uc_param_str=einibicppfmivefrlantcunwsssvjbktchnnsnddds&pfid=145职能类别：兼职举报分享,25
12000-25000/月,UC优视（UC浏览器）,组织发展主管,职位描述：岗位描述：1、理解业务战略，把握业务节奏，通过组织诊断、团队学习、绩效创新等，催化组织能量、推动战略落地；2、能应用现行管理实践的专业理论、方法、工具，为内部客户提供专业解决方案，实现组织能力全面提升3、针对互联网发展做组织研究，为公司未来的组织发展和优化提供有价值的参考，或根据需要给出专业的建议；岗位要求：1.大型企业组织发展领域专家或知名咨询公司五年及以上专业经验的顾问；有丰富系统化的业务实战经验优先；2.有激情，有梦想，能够沉下心来在专业领域不断地学习和积累，追求通过人和事的整合，为客户创造价值，并持续自我修炼3. 具备优秀的逻辑思考能力、学习能力，抗压能力，突破能力，创新能力.....4.对于目前组织内的OD语言体系：学习型组织、U型理论、催化师等丰富系统化的业务实战经验的专家优先。职能类别：其他举报分享,28
13000-20000/月,UC优视（UC浏览器）,阿里移动-视频运营经理,职位描述：岗位描述：1、负责UC头条视频内容的运营规划、需求推动2、挖掘热点视频、独立策划专题栏目3、对运营数据进行科学分析与总结，调整运营策略4、思考运营中遇到的问题，提出改进方法并推动执行岗位要求：1、大学本科或以上学历，有移动互联网产品或运营类从业经验，有视频网站从业经验者优先考虑2、热爱视频，热点触觉敏感，能够准确挖掘热点视频3、具备良好文案功底和创新能力，能独立策划专题栏目4、对数据敏感，有较强的数据分析能力，能从繁杂的用户数据中发现并解决问题职能类别：网站营运经理/主管举报分享,32
10000-14999/月,UC优视（UC浏览器）,网络营销专员,职位描述：工作描述：1、独立负责广点通、粉丝通、微信MP等平台投放的竞价模式，以及熟练掌控账户后台的相关操作；2、能定期的对账户投放方式，以及相关问题，做出判断，及时调整账户的投放方式；3、完成每日、每周、每月的相关数据报表，并能从数据报表中发掘问题所在，找到相关规律，指导竞价投放的能力；4、能有效控制预算，用最低的成本达到最好的转化效果能力；5、对竞价投放的页面，有提出优化和修改的指导能力。岗位要求：1、1年以上互联网/移动互联网广告推广项目运营经验；2、能够比较全面的考虑和解决问题；能够独立制定整体项目推广计划；3、熟悉广点通、粉丝通、等业务的投放细节并能够制定和执行优化方案并取得实际效果；4、具有敏锐的数据分析能力，擅长统计和分析数据的能力，熟悉excel日常操作；5、具有较强的文字功底。职能类别：网络推广专员SEO搜索引擎优化举报分享,23
