salary,company,jobname,jobcont,jobid
10000-14999/月,UC优视（UC浏览器）,游戏测试工程师,职位描述：岗位描述：1. 参与需求设计分析，制定测试方案，设计测试用例，测试执行，问题跟进等；2. 提交、分析、跟踪项目设计缺陷，评估项目风险，推动问题解决，保障产品质量；3. 对客户端和服务器进行性能测试的设计和执行，并分析性能缺陷；4. 进行自动化框架搭建，并进行自动化脚本编写，优化测试环境。岗位要求：1. 本科及以上学历，3年以上游戏测试工作经验，精通测试理论和方法，精通黑盒测试方法；2. 熟练使用linux、mysql，能够独立搭建测试环境，熟悉一种或多种语言，如c++、java、ruby、python、lua、erlang、javascript、shell；3. 对游戏测试有浓厚的兴趣和丰富的经验，有较强的分析能力和定位问题能力，对各类游戏玩法、设计有见解；4. 具有高度责任心以及优秀的自我学习/沟通交流/团队合作/抗压能力；5. 具有自动化测试经验，熟悉当前任意一款商业或开源自动化测试工具者优先；6. 熟悉性能测试、安全性测试及分析经验者优先考虑。职能类别：互联网软件开发工程师多媒体/游戏开发工程师举报分享,10
4500-5999/月,UC优视（UC浏览器）,U客服运营专员,职位描述：岗位职责：1.负责U客服（社会化人员）日常的运营工作，包括：班务管理、人员监控调配、行政事务处理、重大/预警等公告的维护等。2.对U客服（社会化人员）的业务处理能力负责。通过分析U客服的服务工单，分析找出共性问题，组织培训、考试、业务活动、辅导等方式来提升U客服的业务水平。3.与U客服（社会化人员）互动，对U客服活跃度负责，提升U客服的粘性和参与度。4.检查处理U客服（社会化人员）的升级工单，每周有部分时间参与到回复用户的工作，以保持业务的敏感性。5.协助处理招募U客服（社会化人员）、绩效管理、U客服系统产品运营等方面的事情。任职要求：1.大专以上学历；2.1年以上客服工作经验；有客服团队管理、质检培训、项目管理运营经验者优先；有互联网客服经验者优先；3.良好的数据分析能力、归纳总结能力；4.优秀的学习能力、执行能力，工作认真负责、细心；5.具有丰富的与人沟通、交流和组织能力，出色的团队合作精神；6.良好的自驱力和抗压力，敢于挑战，有创新意识，坚持拿到目标。职能类别：客服专员/助理网站营运专员举报分享,48
3000-4499/月,UC优视（UC浏览器）,G1-客服专家,职位描述：工作职责1.负责回复用户的咨询、投诉、建议，确保信息传递的准确性和及时性，保证客户的满意度；2.熟悉业务、系统、流程，推动优化各个业务系统流程，从而提高基础客服工作效率；3.负责对基础客服的业务管理、指导及跟踪、监督基础客服质量服务情况；及时组织培训及提供指导，确保提高质服务；4.通过管理基础客服工作，不断总结和沉淀，整理提升团队工作效率、质量的工作方法，并不断优化；任职要求1.大专以上学历，需1年以上客服经验（呼叫中心、在线），有客服管理团队经验、互联网企业背景优先；2.具备基础的计算机知识，能熟练操作办公自动化软件；具备数据分析报告处理能力；3.对工作热情、耐心、主动，逻辑思维、执行力、推动力强；4.性格开朗，具有丰富的人际沟通、交流和组织能力，出色的团队合作精神；5.有非常强的集体荣誉感、领导力，工作认真负责，善于提出及改善工作上的问题；6.适应客服行业轮班制，及能承受较大的工作压力；注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查职能类别：客服专员/助理举报分享,47
4500-5999/月,UC优视（UC浏览器）,客服知识运营岗,职位描述：工作职责：1、熟悉业务、系统、流程，推动优化各个业务系统流程。2、负责根据产品业务形态对知识进行系统、全面、精确的分类和管理，让知识内容融入到工作场景，帮助提升工作效率和服务质量；3、通过用户操作行为和反馈数据分析，不断完善优化知识，提升自助服务质量，且能推动产品问题改善和发展；4、能主动发掘产品中用户的潜在服务需求，并推动提供合适的自助服务方式，5、能不断总结和沉淀，整理提升团队工作效率、知识运营质量的工作方法，并不断优化。任职要求：1.大专以上学历，需1年以上客服经验（呼叫中心、在线），有客服管理团队经验、互联网企业背景优先，2.具备基础的计算机知识，能熟练操作办公自动化软件，及各类数据分析报告处理能力，3.对工作热情、耐心、主动，逻辑思维、执行力、推动力强，4.性格开朗，具有丰富的人际沟通、交流和组织能力，出色的团队合作精神，5.有非常强的集体荣誉感、领导力，工作认真负责，善于提出及改善工作上的问题。职能类别：客户经理/主管客服专员/助理举报分享,46
6000-9000/月,UC优视（UC浏览器）,印尼语/俄罗斯语/越南语 用户体验推动专员,职位描述：工作职责：1、结合海外印尼语/俄罗斯语/越南语用户反馈，负责发现、跟踪、推动用户反馈的问题、建议、负体验、带动相关部门快速解决用户问题，推动关键问题闭环解决2、日常印尼/俄罗斯/越南用户投诉处理、及数据分析3、负责对新产品发布前、活动上线前进行用户反馈层的风险预测、提前做出应对并及时推动优化，以降低用户投诉，提升用户综合体验4、负责对印尼语/俄罗斯语/越南语的用户反馈的回复工作5、负责印尼语/俄罗斯语/越南语版块的一些运营工作6、其他协助类工作职位要求：1、熟练掌握印尼语/俄罗斯语/越南语，能用印尼语/俄罗斯语/越南语流利的进行交流及对印尼语/俄罗斯语/越南语文字翻译，基本的中文和英文能力；2、工作上能吃苦耐劳，认真负责，有团队合作精神，性格开朗，服从工作安排。3、工作积极主动，有责任心，抗压力，良好的沟通能力，学习能力；4、具有较好的跨团队协作能力，推动能力及出色的执行力5、关注或热爱数据，具备较强的问题发现及数据分析能力并运用到工作实践的能力；6、善于时间管理，善于通过工具或方法提高工作效率；注：只要求会印尼语/俄罗斯语/越南语一种语言即可。关注“UC招聘”微信公众号，为心仪的岗位助力！阿里移动事业群招聘动态，实时掌握！阿里移动事业群应聘疑难杂症，一扫便知！（UC招聘 微信号： ucjobs）职能类别：市场分析/调研人员举报分享,0
3000-4499/月,UC优视（UC浏览器）,客服代表（apple系统方向）,职位描述：工作职责：1.负责回复用户的咨询、投诉、建议，提供清晰准确的解决方案，保证客户的满意度；2.准确记录用户信息，按照规定的流程、标准正确记录用户的需求和建议；3.根据用户需求，进行有效的产品推广，并协助业务部门进行产品策划与用户体验调查。4.协调并跟进用户问题的进度，并及时跟进客户反馈和回访，保证用户对产品的良好体验任职要求：1.熟悉苹果硬件、软件产品者优先；有客服工作经验，计算机专业优先2.具备基础的计算机知识，能熟练操作办公自动化软件；3.对工作热情、耐心、主动，逻辑思维能力、沟通能力强；4.普通话标准，打字速度50字/分钟以上；5.适应客服行业24小时轮班制，能接受晚班、通宵班及能承受较大的工作压力。6.欢迎优秀应届毕业生应聘。注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。职能类别：客服专员/助理举报分享,45
5000-10000/月,UC优视（UC浏览器）,系统支持运营经理,职位描述：岗位职责1、根据部门的发展与核心目标，负责内部工作系统建设的规划；2、负责部门工作系统的框架、需求搭建，协助研发团队对系统的建设，保障系统的质量；3、管理工作系统的日常，如质量管理、bug推动、改善员工使用体验等任职要求：1.学历不限，会计算机技术者优先；2.逻辑思维，抗压力强，工作细心；3.优秀的学习能力、执行能力，工作认真负责。4.具有丰富的与人沟通、交流和组织能力，出色的团队合作精神，有跨团队/跨部门交流经验优先。5、对大型工作系统、或有产品设计经验的优先；6、有互联网公司工作系统搭建、呼叫中心工作系统搭建工作经历者优先；职能类别：项目主管项目执行/协调人员举报分享,44
10000-14999/月,UC优视（UC浏览器）,产品经理-ASO平台/推广服务,职位描述：岗位职责：1） 负责网站的需求方案的提出及运营策略的可行性建议；2） 统计网站各项数据和用户反馈，分析用户需求、行为，搜集网站运营中产生的产品购买及网站功能需求，综合各部门的意见和建议，统筹安排，讨论、修改，制订出可行性方案；3） 和技术部、编辑部等部门紧密结合，确保产品实现进度和质量，协调相关部门进行网站的开发及日常的维护；4） 有IOS手赚/积分墙类APP经验优先。任职要求：1.本科以上学历。2.1年以上IOS手赚/积分墙类APP产品设计及相关规则等工作经验优先。3.优秀的数据分析能力、归纳总结能力、汇报能力，能通过海量的数据记录发现问题以及制定方案。6.优秀的自驱力和抗压力，敢于挑战，有创新意识，坚持拿到目标。注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。职能类别：产品经理/主管网络推广经理/主管举报分享,42
3000-4499/月,UC优视（UC浏览器）,内容审核专员,职位描述：工作职责：1、负责审核网友发布的各类内容，阻止不良信息的传播，全面保障产品内容符合法律法规及运营要求；2、处理各类网友举报内容信息，对网站内容进行风险评估以及纠察，阻止不良信息的传播；3、检查各产品内容风险隐患，进行预警提示；根据实际情况对网站监控体系＼关键词筛进行优化4、了解市面上内容审核的基本标准和后台功能，协助优化后台产品、提升后台效率，协助各业务对接5、个人能力突出或有经验者，可直接参与协助相应用户运营、平台活动运营、产品运营等工作任职要求：1、大专及以上学历，专业不限，对手机游戏有一定的了解，或论坛版主、管理员经验者优先；2、熟悉突发热点信息，熟悉各种网络广告行为和国内外政治新闻等，有强烈的八卦心理及预判能力；3、对用户需求、互联网平台类产品了解，能思考并有效落地常规运营工作4、兴趣广泛，信息敏感性和判断力较强，有一定文字功底、分析判断问题能力；5、个性乐观、善于沟通；工作追求效率，细致耐心，责任心强，具有强烈的团队合作精神，执行力强；6、学习能力强，善于团队合作，较好的抗压能力，能适应轮班（含通宵班）的工作安排。职能类别：SEO搜索引擎优化关键字：内容审核专员举报分享,43
4500-5999/月,UC优视（UC浏览器）,视觉设计师（运营方向）,职位描述：1.负责完成项目线上运营活动页面的设计（包括广告视觉，专题，banner等）2.负责产品线下印刷品设计（杂志，宣传页，海报等）3.负责H5页面的创意和设计，以及标注输出4.参与运营活动的创意思考，配合完成各项运营活动的物料设计要求：1.1-2年的运营推广，专题设计经验2.热爱设计，富有创意，善于沟通3.有手绘能力者优先职能类别：视觉设计师举报分享,39
4000-8000/月,UC优视（UC浏览器）,游戏赛事策划,职位描述：岗位描述：1.对九游电竞赛事进行组织，策划，推广、宣传。2.沟通并协调各家媒体，直播平台对赛事进行曝光。3.做好用户维护，将赛事影响到的用户沉淀入产品中。岗位要求：1.热爱电子竞技类游戏（手游），战绩突出或有过电竞赛事策划者优先。2.感知市场热点能力，及时抓住市场热点，具有较强的赛事活动策划能力。2.具有较强的组织协调能力、判断力与决策能力，优秀的沟通能力。3.了解媒体传播方式，有媒体资源者优先。4.熟悉办公软件EXCEL、WORD，掌握Photoshop技巧和视频剪辑制作。关注“UC招聘”微信公众号，为心仪的岗位助力！阿里移动事业群招聘动态，实时掌握！阿里移动事业群应聘疑难杂症，一扫便知！（UC招聘 微信号： ucjobs）职能类别：游戏策划师举报分享,12
4000-6000/月,UC优视（UC浏览器）,国际内容运营专员,职位描述：1.统筹以资讯为主的内容运营方向，规划，机制。2.协助精准推荐系统的搭建，效果优化。3.从运营角度推动产品优化和改进。岗位要求：1.大学本科以上学历，英语能力过关，有海外市场从业经验优先考虑。2.熟悉内容运营方法，善于捕捉热点和把握用户偏好，一年以上内容运营相关工作经验。3.对数据敏感，有较强的数据分析能力，能从繁杂的用户数据中发现并解决问题。4.抗压能力强，表达能力强，推动能力强，有丰富的团队协作经验。职能类别：其他举报分享,40
8000-12000/月,UC优视（UC浏览器）,国际应用商店市场运营——俄语运营专员,职位描述：工作职责：1、负责国际应用商店（俄罗斯地区）的应用游戏评测与收录；2、负责内容更新与推荐；3、专题策划与撰写；4、从运营层面优化产品，提升整体数据。任职要求：1、俄语专业，必须懂俄语，俄语八级以上（必须条件）；2、熟悉安卓应用商店，热爱尝试各种新应用新游戏；3、有较强的英文读写能力，对俄罗斯文化感兴趣甚至了解；4、电脑操作熟练，能使用简单的图像处理软件；5、思维活跃，学习能力强，耐心、认真、负责；6、有互联网从业经验者/安卓系统爱好者/手机应用爱好者/手机游戏玩家/英语六级以上者优先。职能类别：其他举报分享,37
4000-7000/月,UC优视（UC浏览器）,培训专员,职位描述：工作职责：1.协助优化培训体系，引进、管理内外部培训资源；2.负责培训需求调查分析、培训项目策划、组织实施及培训效果评估；3.负责培训前期宣传文案的撰写、宣传素材（海报、视频等）的制作；4.负责培训平台的内容编辑、运营推广。任职要求：1.大学本科以上学历，1年以上培训管理或企业文化相关工作经验；2.具备良好的资源整合及调配能力；3.思路清晰、活跃、有互联网思维，能独立设计培训相关宣传资料；4.擅长内容挖掘，有良好的文案功底。职能类别：培训专员/助理/培训师企业文化/员工关系/工会管理关键字：培训企业文化举报分享,38
8000-15000/月,UC优视（UC浏览器）,助理社交媒体经理 Assistant Social Media Manager,"职位描述：工作职责1.       为UCWeb旗下产品在俄罗斯市场策划和执行社交媒体日常运营，包括但不限于VK,OK,Facebook，Twitter，Instagram和LinkedIn。2.       参与整合营销项目的策划，并提供可在社交媒体上执行的创意。执行整合营销项目的社交媒体部分。3.       利用KOL或付费推广的方法提升社交媒体主页的各项表现。4.       对所管辖的社交媒体主页进行月度的健康度分析，并与全球其他海外市场提供案例、方法论交流与交换。5.       为社交媒体内容的本地化提供包括翻译、创作本地化的产品功能帖等在内的协助。岗位要求1.       本科（海外为学士）以上学历，1-2年数字营销、社交媒体或编辑相关行业背景。2.       母语或仅次于母语级别的俄 及可进行沟通的英语水平3.       对俄罗斯社交媒体的主要平台，如VK,OK,Facebook、Instagram有专业认知和运营经验。4.       具备一定的图片素材（如Photoshop）和视频素材（如Final Cut）的制作能力。5.       心态开放，接受新鲜事物；细心执行力强。职能类别：其他举报分享",36
15000-25000/月,UC优视（UC浏览器）,高级产品经理-流量产品化,职位描述：岗位描述：1.独立负责浏览器整体流量的产品化工作，深入发掘流量/数据背后的潜在价值；2.通过数据分析，用户分析，需求分析，将流量孵化为满足用户需求的产品；3.负责产品全生命周期的管理，通过对数据进行深度挖掘和思考，反作用于产品设计的具体工作；4.研究行业内其他同类产品的模式，定期分析，持续创新，帮助产品建立核心竞争力；岗位要求：1.本科或以上学历，两年以上内容型产品/社区类产品/互联网垂直产品 相关经验；2.思维活跃，有创造力，擅长流量运营/大数据运营，对发掘流量/数据背后的价值有独到的见解；3.用户导向，卓越的产品感觉和用户感觉，熟悉产品规划、运营、营销，懂得用户心理；4.丰富的独立产品设计经验，有至少1款以上的成熟产品管理经验；5.出色的项目管理能力和执行力，超强的沟通、协调能力及跨部门协作能力，逻辑思维清晰，对事务本质把握到位；职能类别：产品经理/主管关键字：高级产品经理流量产品化数据举报分享,21
15000-19999/月,UC优视（UC浏览器）,G1-资深IOS研发工程师,职位描述：工作职责：1.负责ios平台uc浏览器开发工作，包括性能调优、重点/难点技术攻坚等；2.负责系统、子系统和模块级的架构设计、概要设计工作；3.承担并推动团队内成员技术经验分享。4.关注技术发展趋势，参与专项技术研究及技术难题攻关。5.规划、组织、指导完成系统大部分模块/核心模块的开发工作任职要求：1.具备良好的分析解决问题能力，能从复杂问题中找到关键点；有技术难题攻关经验，善于主动推动项目进展并达成项目目标；2.三年及其以上相关工作经验，如果能熟练掌握objective-c、xcode等相关调试工具***；3.计算机等相关专业本科及以上学历，c++基础扎实，数据结构等基础知识掌握牢固，有一定的架构设计能力；注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。职能类别：技术研发经理/主管技术研发工程师举报分享,45
3000-4499/月,UC优视（UC浏览器）,G1-自媒体内容审核专员,职位描述：岗位职责：1、负责审核自媒体平台文章及各类内容；阻止不良信息的传播，全面保障公司各产品内容符合法律要求；2、负责自媒体平台入驻者资质审核；3、检查各产品内容风险隐患，进行预警提示；4、根据实际情况对网站监控体系提出切实可行的优化方案；5、其他日常工作事务。岗位要求：1、有一年以上内容审核或内容编辑经验；2、熟悉论坛、微博及各种网络行为；3、关注国内外大事件及热点，有较强的求职欲和探索精神；4、有一定文字功底，信息敏感性强，有分析判断问题的能力；5、善于学习，责任心强，能抗压，能适应轮班（含夜班）的工作安排。注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。职能类别：网站营运专员举报分享,41
4000-7000/月,UC优视（UC浏览器）,审单会计,职位描述：核算组审单会计工作职责1.负责国内公司个人报销费用的审核、专票录入工作。2.负责海外公司个人报销费用的审核工作。3.完成上级临时安排的工作。任职要求1、拥有会计统招本科学历（应届毕业生素质佳者也可考虑）。2、拥有会计上岗证。3、英文听说读写流利。4、熟悉计算机相关技能，熟悉Oracle系统的优先。5、良好的沟通能力和团队协作精神。6、工作认真、谨慎，有责任心、有耐心。职能类别：会计关键字：会计举报分享,8
3000-4499/月,UC优视（UC浏览器）,G1-在线咨询客服,职位描述：岗位描述：1.负责回复用户的咨询、投诉、建议，确保信息传递的准确性和及时性，保证客户的满意度；2.准确记录用户信息，按照规定的流程、标准正确记录用户的需求和建议；3.及时反馈突发性问题；岗位职责：1.大专以上学历，有客服经验、游戏经验或在线服务经验、互联网工作经验者优先；2.具备基础的计算机知识，打字速度50字/分钟以上；；3.对工作热情、耐心、主动，逻辑思维能力、沟通能力强；4.适应客服行业24小时轮班制，能接受少量的夜班和通宵班。注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查职能类别：咨询热线/呼叫中心服务人员客服专员/助理举报分享,43
15000-25000/月,UC优视（UC浏览器）,阿里移动-WEB前端高级研发工程师,"职位描述：岗位描述：负责PP助手前端模块和功能开发。岗位要求：1、三年以上 Web 前端工作经验，熟练掌握Html,css,Javascript，有移动web开发经验优先考虑；2、精通css,js对各浏览器兼容，熟悉浏览器性能优化，了解页面渲染原理；3、熟练使用主流的JavaScript库或框架（Zepto,Jquery,SeaJs,RequestJ,React,Vue等），并精通其中的一种以上；4、熟悉前端自动化工程（Fis, Grunt, Gulp, Webpack等）；5、精通面向对象编程思想，有框架设计能力；6、至少熟悉一门后端语言（如php,java,node）；7、有强烈的求知欲，善于学习和运用新知识；良好的团队合作精神和积极主动的沟通意识。职能类别：Web前端开发举报分享",41
3000-4499/月,UC优视（UC浏览器）,投诉专员,职位描述：工作职责：1、负责受理客户投诉，及时提供有效的处理方案，快速解决用户投诉；2、了解投诉数据，推动并提高投诉解决率；3、从客户角度出发，针对业务流程及工作流程提出合理化的建议。职位要求：1、良好的心理素质和自我调节能力、抗压能力、团队合作精神、奉献精神；2、普通话标准、热爱客服工作，具备良好的服务意识；3、具备外部公关、危机处理能力；4、丰富的互联网应用知识，良好的沟通能力，能掌握客服工作的应对技巧；         5、有丰富游戏业务经验优先考虑。职能类别：投诉专员客户代表举报分享,39
12000-18000/月,UC优视（UC浏览器）,G1-Android高级开发工程师,职位描述：岗位描述：1、负责Android产品核心模块的开发；2、负责Android产品新技术的预研工作。岗位要求：1、计算机软件及相关专业本科学历及以上；2、熟悉android各版本SDK异同，对版本、机器的兼容性处理有较多经验；3、精通Android应用开发，至少做过1个大中型项目的开发实施；4、较强的代码阅读能力，代码风格良好，能设计出高效、合理、易读、易于扩展的程序结构；5、熟悉Android系统原理，熟悉移动终端特性和解决方案；6、扎实的数据结构/算法基础，有系统架构能力者优先考虑；7、沟通协作能力强、善于总结，责任感强，有团队管理经验优先考虑。职能类别：高级软件工程师关键字：android攻城狮举报分享,38
3000-4499/月,UC优视（UC浏览器）,广告审核专员,职位描述：职位描述：1.  负责广告客户的素材审核，确定广告投放内容符合投放规范和创意要求；2.  负责与代理商沟通，处理客户咨询，解决审核疑问，提高审核效率；3.  分析整理优秀素材，总结创意规律和制作技巧，输出素材制作方法论。职位要求：1.  大专及以上学历，广告、传媒等相关专业毕业；2.  有广告审核经验或风控类工作经验者优先；3.  有客服相关工作经验，较好的抗压能力，能适应加班；4.  有责任心，态度认真，工作细致，具有良好的沟通协调能力和执行能力。上班时间：9:30-18:30，能适应节假日排班要求职能类别：文案/策划举报分享,36
4500-5999/月,UC优视（UC浏览器）,G7-质检专员,职位描述：工作职责：1、负责团队的质检工作，根据所负责业务的质量管理策略，开展各项服务质量测评工作，对团队成员的专业水平以及服务质量负责；2、负责密切监控所管辖业务的客户满意度情况，及时对异常数据进行分析并找出问题关键点并联合各组推动解决，持续提升用户满意度；3、与部门各小组之间密切配合，负责对各项评估结果进行分析及提出改进建议，按期向部门管理层及各组主管递交所管辖业务的服务质量报告及改进建议，协助运营持续提升服务质量，持续提升用户满意度；4、定期向培训组提交培训建议并协助跟进培训效果；5、负责定期了解竞争对手服务测评方法及手段，查找差距，借鉴优势，持续提升自身质量测评能力；任职要求：1、对移动互联网有一定了解；2、具有擅于发现问题的敏锐感和较强的执行力；3、有良好的沟通能力和语言表达能力，书面表达能力，擅于发现、总结问题；4、注重团队合作精神，有较强责任感；5、具备良好的服务意识，处事公正、严谨；6、能适应较强的工作压力；7、态度积极向上，有较强学习能力；8、热爱游戏事业；9、能熟练掌握EXCEL、WORD等常用办公软件。注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。职能类别：客服及支持举报分享,40
13000-25000/月,UC优视（UC浏览器）,阿里移动——UC头条高级产品经理/产品主管,职位描述：岗位描述：1、制定UC头条app的整体发展策略及方向、打法。树立“UC头条”内容分发平台的品牌和地位；2、带领/管理UC头条app产品团队。岗位要求：1、有独立带领大型项目的运转的能力。有团队管理经验和成功的产品项目经验。2、具有较佳的格局、视野，有大局观。3、对内容平台有独到的理解和清晰的思路。有相关领域工作经验优先。对你的期待——1、希望你至少有2年以上的互联网从业经验，从零到一，到二到三跟过具备一定用户量的，产品，对产品有自己的想法，聪明，好学，人际关系简单；2、最好有自媒体类，内容类产品成功的产品经验。同样，这是让我们信任你的方式。3、如果你是我们需要的人，相信看过上面的业务介绍后，一定已经处于摩拳擦掌跃跃欲试的状态。请在联系我们 的时候附带上你的想法。风口不等人，迫不及待地你的加入职能类别：产品经理/主管举报分享,34
11000-20000/月,UC优视（UC浏览器）,G1-浏览器内核研发高级工程师（C/C++）,"职位描述：岗位职责：1．	负责浏览器内核中网络相关功能的设计开发工作2．	负责浏览器内核SDK开发和优化工作岗位要求：1. 2年以上移动平台网络相关功能的开发经验．2. 熟悉C/C++语言开发，有3年以上使用C/C++开发的经验；3. 大学本科以上学历，工作三年以上，英文良好；4. 熟悉浏览器内核(WebKit, Chromium)网络模块，或者Web相关的网络技术5．喜欢新鲜事物，愿意承担挑战，抗压能力好职能类别：其他举报分享",33
3000-4499/月,UC优视（UC浏览器）,税务助理,职位描述：工作内容：1、负责公司增值税发票的开具、购买、保管、及时登记等发票事项；2、负责红字发票的税务处理事项及发票统计事项；3、负责进项发票扫描工作及管理；4、税控设备的日常维护及管理；5、完成上级交办的其它工作。任职要求：1、 中专（含）以上学历，会计或其它财经类相关专业。2、 有相关工作经验及资格证优先考虑；3、 熟悉国家财务会计、税收法律法规、章程及办事程序；4、 抗压力好、适应力强、对工作有饱满的热情，执行力强；职能类别：税务专员/助理财务助理/文员关键字：税务财务会计财经税务助理财务助理举报分享,32
10000-14999/月,UC优视（UC浏览器）,G1-Android资深研发工程师,职位描述：工作职责：-负责Android平台浏览器的开发与优化、推进平台技术研究与应用；-跟踪国内外的***动向，及时为公司引进新技术；-通过研究，分析与产品结合的可行性，提前解决技术使用的疑难点；-对现有产品进行深入分析，找出优化方向。职位描述：-精通Android开发平台的框架原理，熟悉Android应用开发流程；-熟悉系统启动流程、权限控制、内存管理等机制，精通至少一个Service模块的底层实现 （如ActivityManagerService、WindowManagerService、PackageManager、ResourceManager等）；-熟悉无线互联网产品和应用，熟悉无线互联网的各种技术，热衷于跟踪各项新技术的发展以及关注新技术与应用结合情况；-具有良好的技术钻研能力，具有良好的文档能力，良好的沟通能力；-掌握通用的设计原则和常用的设计模式，理解Android模块化和API设计思路；-有以下方向经验者优先：1.具备有良好的Linux技术背景，熟悉进程调度、内存分配、IPC通信等内核原理或系统特性，有内核移植、裁剪经验；2.精通NDK编译、链接、调试；3.具有移动平台的应用程序性能、内存、稳定性优化经验；4.对Android Dalvik虚拟机有深入理解；5.掌握常用的2D/3D绘图优化策略。注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查职能类别：高级软件工程师互联网软件开发工程师举报分享,44
8000-9999/月,UC优视（UC浏览器）,研发工程师,职位描述：工作职责：1、负责客服系统的研发工作；2、负责提供多系统复杂环境下技术难题解决方案并推进实施；3、负责系统、子系统和模块级的架构设计、概要设计工作；任职要求：1、计算机等相关专业本科及以上学历，3年以上相关岗位工作经验；2、精通架构设计、概要设计和详细设计，熟练使用UML设计工具；3、有技术难题攻关经验，善于主动推动项目进展并达成项目目标；4、精通Java、MySQL；熟悉UNIX/Linux编程环境，常用编程/调试工具；5、熟悉Web开发，有大型网站设计开发、大访问量业务开发的经验者优先；6、有良好的团队合作意识和沟通能力；7、工作积极主动，乐于学习和分享；8、有较好的问题分析和问题解决的思路。职能类别：技术研发经理/主管技术研发工程师举报分享,37
3000-4499/月,UC优视（UC浏览器）,活动审核专员,职位描述：1.负责PP助手开放平台的首发，有奖，节日专题等活动的审核及后期跟进，保证活动顺利上线。2.负责开发者Q群，微信等媒介渠道的维护，收集客户问题并且跟进解决。3.协助其他同学进行应用审核，对客户/用户反馈的应用闪退等问题进行复查并处理，树立平台服务形象。4.处理上级临时安排的其他事项。任职要求：1.1年以上的互联网工作经验，熟悉应用市场情况及推广规则。2.为人诚信，工作踏实，不投机取巧，能够承担一定的工作压力。3.有较好的自我调节能力，善于主动学习自我成长，能够承受一定的枯燥工作。4.有过应用市场活动运营经验的同学优先，根据能力情况提供额外的成长空间。职能类别：其他举报分享,28
3000-4499/月,UC优视（UC浏览器）,自媒体内容审核专员,职位描述：工作职责：1、负责审核自媒体平台文章及各类内容2、对违规内容、用户反馈的文章错误进行核实和处理职位要求：1、有一定文字功底，中文、新闻学、计算机相关专业优先2、熟悉微博、论坛，关注热点新闻事件，有新闻编辑/自媒体运营/内容审核工作经验优先3、认真细致，责任心强，能适应轮班（含夜班）的工作安排职能类别：其他举报分享,30
4500-5999/月,UC优视（UC浏览器）,G1-英文客服专员,职位描述：工作职责：1.负责处理用户的咨询、投诉、建议，确保信息传递的准确性和及时性，保证客户的满意度；2.准确记录用户信息，按照规定的流程、标准正确记录用户的需求和建议；3.根据用户需求，进行有效的产品推广，并协助业务部门进行产品策划与用户体验调查。任职要求：1. 英文听说读写非常熟练（需CET6以上，英语专业优先）。2. 积极主动、良好的心理素质和抗压能力3. 富有团队合作精神、同理心、亲和力、耐心4. 较好的应变协调能力5. 熟悉掌握使用Word/Excel等办公软件注:谢绝虚假简历，公司有严格的流程将对求职者做详尽的背景调查。职能类别：客服专员/助理举报分享,42
15000-25000/月,UC优视（UC浏览器）,阿里移动——浏览器网络技术研发工程师,"职位描述：岗位描述：负责浏览器内核中网络相关功能的设计开发工作岗位要求：1. 2年以上移动平台网络相关功能的开发经验；2. 熟悉C/C++语言开发，有3年以上使用C/C++开发的经验；3. 大学本科以上学历，工作三年以上，英文良好；4. 熟悉浏览器内核(WebKit, Chromium)网络模块，或者Web相关的网络技术；5. 熟悉网络协议，特别是移动网络技术,　以及相关的分析及优化技术。职能类别：其他举报分享",35
3500-5000/月,UC优视（UC浏览器）,法务助理,职位描述：1.负责法务部文档资料的建立、管理；2.负责公司日常合同流程处理、盖章、归档、扫描；3.完成上级安排的其他工作。任职要求 :1. 大专以上学历；（不要求法律专业）2.熟练使用微软的Word，Excel和PowerPoint职能类别：行政专员/助理法务助理关键字：行政行政助理文职举报分享,29
5000-9000/年,UC优视（UC浏览器）,国际产品运营助理（外包岗）,职位描述：岗位描述：1. 负责国际浏览器运营资源的整体把控，包括消息推送、资讯产品各频道内的运营位置等；2. 负责内容运营相关的产品功能规划、设计和优化，能够输出PRD及原型，跟进开发，推动项目实现；3. 定期输出相关数据分析报告并以此对产品运营手段进行优化调整；4. 负责从反馈以及本地科技论坛中发现产品优化点或运营热点岗位要求：1. 大专及以上学历，有互联网媒体运营或产品经验者优先；2. 热爱新闻、关心时事、熟悉网络新闻传播特性，对内容质量有极强的判断力；3. 对数据敏感，善于梳理数据指标，并从中发现问题，提出改进点；4. 踏实细心、热情活泼、主动积极，抗压能力强，有责任心，有团队精神，善于学习；5. 具备良好的英语读写能力，能够进行日常口语沟通；6. 有过国际产品或运营经验者优先职能类别：其他举报分享,31
